ID,TITLE,CONTENTS,DATE,TARGET,LINK,REGION,ASK,CONTACT,ORIGIN,CATEGORY
75,청소년성문화센터 설치·운영,"아동·청소년이 다양한 도구와 매체를 활용하여 자기 주도적으로 학습할 수 있는 상설 성교육공간을 구축하여 운영함으로써 건강한 성 가치관 정립을 지원하고, 성범죄 피해로부터 예방을 도모합니다.",ALL,아동청소년,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=78,전국,광진구청소년성문화센터,02-2204-3170,복지로,교육
76,청소년전화1388 및 모바일문자상담 운영,"청소년 전화 1388 전화상담과 모바일 문자상담, 카카오톡 상담 등을운영하여 청소년의 일상적인 고민 상담부터 위기상황에 대한 상담 등을 지원합니다.",ALL,아동청소년,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=79,전국,청소년전화,1388,복지로,의료
77,청소년활동지원,청소년이 꿈을 펼칠 수 있도록 다양한 체험활동 기회를 제공하여 개성과 창의성을 개발하고 건강하게 성장하도록 지원합니다.,ALL,아동청소년,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=80,전국,여성가족부 청소년활동진흥과,02-2100-6255,복지로,교육
78,학교 밖 청소년 지원,"학교 밖 청소년의 개인적 수요와 특성을 고려한 상담·교육·직업체험 및 취업, 자립지원 프로그램을 제공하여 건강한 사회구성원으로 성장하도록 지원합니다.",ALL,아동청소년,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=81,전국,헬프콜 청소년전화,1388,복지로,교육
79,한부모가족복지시설 지원,저소득 한부모가족의 안정을 위해 일정기간 동안 주거를 지원합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=82,전국,서울시 가족담당관,02-2133-5186,복지로,주거
80,시니어 기술창업지원,시니어 기술창업센터를 통해 퇴직자의 전문성과 경력을 활용한 시니어 기술창업을 지원합니다.,ALL,중장년 | 노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=83,전국,empty,empty,복지로,고용
81,여성기업종합지원센터 운영,여성의 창업을 활성화하고 여성이 운영하는 기업의 경쟁력을 강화합니다.,ALL,청년 | 중장년 | 노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=84,전국,여성기업종합지원센터,02-369-0900,복지로,고용
82,여성기업 판로지원,여성이 운영하는 기업의 해외 진출을 지원함으로써 여성 창업 활성화와 여성 기업의 경쟁력 강화를 도모합니다.,ALL,청년 | 중장년 | 노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=85,전국,중소기업유통센터,02-6678-9000,복지로,고용
83,여성창업지원,여성기업의 창업을 지원함으로써 여성창업을 활성화하고 여성기업의 경쟁력을 강화시킵니다.,ALL,청년 | 중장년 | 노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=86,전국,여성기업종합지원센터,02-369-0900,복지로,고용
84,장애인기업종합지원센터 운영,장애인의 창업과 기업활동을 촉진함으로써 장애인의 경제적 자립과 장애인 기업의 성장을 돕습니다.,ALL,장애인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=87,전국,장애인기업종합지원센터,02-2181-6500,복지로,고용
85,장애인 창업지원,장애인의 창업과 기업 활동을 지원하여 장애인이 경제적으로 자립할 수 있도록 돕습니다,ALL,장애인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=88,전국,장애인기업종합지원센터,02-2181-6500,복지로,고용
86,서민층 가스시설 개선,가스사고를 예방하기 위하여 가스 사고에 취약한 LPG호스를 금속배관으로교체하는 비용을 지원합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=89,전국,한국가스안전공사,1544-4500,복지로,보호안전
87,사회취약계층 환경성질환 예방사업(실내환경 진단개선),"사회취약계층 및 어르신의 활동공간에 대한 실내유해환경인자를 진단하고, 컨설팅을 통하여 환경보건서비스를 제공합니다.",ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=90,전국,한국환경산업기술원,02-2284-1813,복지로,주거
88,석면피해구제급여,석면으로 인한 건강 피해를 신속하고 공정하게 구제할 수 있도록 지원합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=91,전국,한국환경공단 해피콜 서비스,032-590-5031,복지로,금융
89,산재근로자 사회심리재활지원,산업 재해로 장애를 입은 근로자가 심리적 충격을 해소하고재활할 수 있도록 지원합니다.,ALL,청년 | 중장년 | 노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=93,전국,근로복지공단 대표번호,1588-0075,복지로,의료
90,산재근로자 케어센터지원,고령의 중증 산업재해 장애인에게 전문간병서비스를 제공합니다.,ALL,중장년 | 노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=94,전국,경기케어센터,031-359-0515,복지로,의료
91,60세 이상 고령자 고용 지원,"60세 이상 고령자를 고용하여 대상자는 활력있는 노후생활을 보낼 수 있고, 사업주는 안정감 있는 경제활동을 할 수 있습니다.(2020년 12월 31일까지 한시적으로 운영되는 사업)",ALL,중장년 | 노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=95,전국,고용센터,1350,복지로,고용
92,산재근로자 직업훈련,산업재해로 치료를 받고 요양 종결 후에 원래의 직장에 복귀하지 못한 산업재해 장애인에게 직업훈련비용과 훈련수당을 지원하여 직업 복귀를 촉진합니다.,ALL,청년 | 중장년 | 노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=97,전국,근로복지공단 대표번호,1588-0075,복지로,고용
93,산재근로자 직장 복귀지원,산업재해로 장해를 입은 근로자가 기존 직장으로 복귀할 수 있도록 지원합니다.,ALL,청년 | 중장년 | 노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=98,전국,근로복지공단 대표번호,1588-0075,복지로,고용
94,산재근로자 합병증 등 예방관리,산재요양 종결 후 발생하는 합병증과 재발을 예방하고 관리합니다.,ALL,청년 | 중장년 | 노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=99,전국,근로복지공단 대표번호,1588-0075,복지로,의료
95,직장어린이집 설치 지원,근로자의 육아 부담을 덜고 여성의 경제활동 참여를 촉진하기 위하여 직장어린이집의 설치 및 운영을 지원합니다.,ALL,청년 | 중장년 | 노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=104,전국,근로복지공단 직장보육지원센터,02-2670-0410~9,복지로,교육
96,진폐근로자 보호,"분진작업 종사 근로자의 진폐 예방을 위하여 건강진단 및 정밀진단을 실시하고,진폐에 걸린 근로자 및 그 유족에게 위로금을 지급하여 진폐근로자의 건강을 보호하고 생활안정을 돕습니다.",ALL,청년 | 중장년 | 노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=105,전국,근로복지공단 대표번호,1588-0075,복지로,의료
97,출산육아기 고용지원금 및 대체인력 지원금,육아휴직이나 육아기 근로시간 단축 부여에 따른 사업주의 노무 비용 부담을감소하고 대체 인력 활용을 촉진하여 비정규직 여성근로자의 모성보호 및 고용안정을 도모합니다.,ALL,청년 | 중장년 | 노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=106,전국,고용노동부 고객상담센터,1350,복지로,고용
98,취약계층취업촉진 사업,취업지원 서비스를 실시하는 민간기관이 취약계층의 취업을 돕고 자립을 도모할 수 있도록 운영비를 지원합니다.,ALL,청년 | 중장년 | 노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=107,전국,고용노동부 고객상담센터,1350,복지로,고용
99,노후 공공임대주택 시설 개선(그린홈),오래된 공공임대주택에 거주하는 저소득층의 주거환경과 시설을 개선합니다.,ALL,청년 | 중장년 | 노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=110,전국,국토교통부,1599-0001,복지로,주거
100,준주택지원(융자),준주택 사업자에게 자금을 지원하여 도심 내 저소득층과 1~2인 가구에게 주택 공급을 확대합니다.,ALL,청년 | 중장년 | 노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=112,전국,우리은행,02-2002-3592,복지로,금융
101,풍수해보험료 지원,풍수해로 인한 피해를 빠르고 공정하게 보상하기 위해 행정안전부가 주관하고 민간보험사가 운영하는 정책보험으로 보험 가입자가 부담해야 할 보험료의 일부를 국가 및 지자체에서 지원하여 저렴한 보험료로 피해 보상을 받도록 합니다.,ALL,청년 | 중장년 | 노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=113,전국,KB손해보험,1544-0114,복지로,의료
102,고령층 정보화교육,정보활용에 취약한 고령층을 대상으로 IT활용 교육의 기회를 제공하여사회·경제적으로 자생력과 경쟁력을 갖출 수 있도록 교육사업과 사회통합프로그램을 운영합니다.,ALL,중장년 | 노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=114,전국,한국정보화진흥원,02-6191-2114,복지로,교육
103,신소외계층 정보화교육,"결혼이민자들이 정보화 교육을 통해 사회경제적으로 자생력과 경쟁력을갖출 수 있도록 교육사업을 지원하고, 사회통합프로그램을 운영합니다. 경제적 어려움과 지리적 접근성의 문제로 집합교육에 참여하기 어려운 결혼이민자 및그 가족을 대상으로 IT방문지도사를 양성하는 맞춤형 서비스도 제공합니다.",ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=115,전국,한국정보화진흥원,02-6191-2114,복지로,교육
104,온라인 정보화교육,평생교육사이트인 ‘배움나라(estudy)’에서 국민의 정보화 역량을 강화하고 취약계층 정보화 교육을 위한 교육콘텐츠를 개발하여 보급합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=116,전국,한국정보화진흥원,02-6191-2114,복지로,교육
105,웹정보 접근성 제고,웹 정보에 취약한 국민 모두가 정보화의 혜택을 이용할 수 있도록 정보접근 환경을 조성합니다.,ALL,청년 | 중장년 | 노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=117,전국,한국정보화진흥원,02-6191-2114,복지로,교육
106,장애인 정보화교육,"장애인에게 다양한 정보화 교육을 실시하여 정보사회 적응능력을 배양하고, IT에 소질이 있는 장애인에게 전문교육을 실시하여 소득창출 기회를 제공함으로써 장애인의 경제적 자립을 도모합니다.",ALL,장애인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=118,전국,한국정보화진흥원,02-6191-2114,복지로,교육
107,통신중계서비스 제공,"청각 또는 언어장애인이 전화로 의사소통을 할 수 있도록 중계사(문자, 수화)를 통해 통신중계서비스를 제공합니다.",ALL,장애인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=119,전국,한국정보화진흥원,02-6191-2114,복지로,생활
108,내일이룸학교 운영,가출 등의 이유로 학업이 중단되어 경제적·사회적·심리적으로 도움이 필요한 청소년에게 맞춤형 훈련을 실시하여 건전한 자립을 돕습니다.,ALL,아동청소년,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=121,전국,한국산업인력공단,1644-8000,복지로,고용
109,양로지원,부양의무자가 없는 국가유공자 등에게 보훈원(양로시설) 입소 후 의식주 등 생활보장과 의료지원 및 사후 묘지 안장 등을 지원합니다.,ALL,중장년 | 노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=122,전국,한국보훈복지의료공단 보훈원,031-250-1521,복지로,보호안전
110,고용복지플러스센터,국민이 한 장소에서 편리하게 다양한 고용 서비스와 복지 서비스를 받을 수있도록 여러 기관이 연계하여 고용복지 서비스를 제공합니다.,ALL,청년 | 중장년 | 노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=123,전국,empty,empty,복지로,고용
111,결혼이민자 통번역 서비스,입국초기의 결혼이민자와 다문화가족이 생활 속에서 의사소통에 불편함이 없도록 통역과 번역 서비스를 지원합니다.,ALL,청년 | 중장년 | 노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=124,전국,다누리 콜센터,1577-1366,복지로,생활
112,다문화가족 자녀 언어발달지원서비스,"다문화가정의 자녀가 건강한 사회구성원, 글로벌 인재로 성장할 수 있도록 체계적인 언어발달을 돕습니다.",ALL,아동청소년,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=125,전국,empty,empty,복지로,교육
113,사할린한인지원,"영주 귀국한 모든 사할린 한인을 대상으로 생계비 및 생활을 지원하여 귀국 후,안정된 생활을 영위할 수 있도록 지원합니다.",ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=126,전국,보건복지상담센터,129,복지로,보호안전
114,양곡할인,저소득층의 생활안정을 위해서 생계·의료·주거·교육급여 수급자와 차상위계층에게정부양곡을 할인된 가격으로 제공합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=127,전국,보건복지상담센터,129,복지로,의료 | 생활 | 교육 | 주거
115,지역사회 통합건강증진사업,"지역공동체를 중심으로 금연, 절주, 영양, 운동, 구강, 재활, 치매예방 관리 등의다양한 건강생활사업을 실시하여 지역 주민들의 건강한 삶을 지원합니다.",ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=128,전국,보건복지상담센터,129,복지로,의료
116,북한이탈주민 의료지원,신체적·정신적 질병이 있는 북한이탈주민에게 의료비 지원을 통해 남한사회의 안정적인 정착을 지원합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=129,전국,북한이탈주민지원재단,02-3215-5764,복지로,의료
117,국세감면(34종),"대상자를 선정하여 과세특례, 세액공제, 면세, 감면 등 34개 세부사업별 국세를 감면합니다.",ALL,청년 | 중장년 | 노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=130,전국,국세청 국세상담센터,126,복지로,금융
118,국가보훈대상자 지원(수업료 면제),국가유공자와 그 유족 또는 가족이 교육기관에서 필요한 교육을 통해 건전한 사회인으로 자립할 수 있도록 교육비를 지원합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=131,전국,국가보훈처 상담센터,1577-0606,복지로,교육
119,국가보훈대상자 취업능력개발지원,보훈대상자의 취업 경쟁력을 높이기 위해 수강료와 장려금을 지원해 드립니다.,ALL,청년 | 중장년 | 노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=132,전국,국가보훈처 상담센터,1577-0606,복지로,고용
120,국가유공자 등 대부지원,국가유공자의 생활 안정을 위해 금융기관에 대출업무를 위탁하여 대출을 받을 수 있도록 지원합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=133,전국,국가보훈처 상담센터,1577-0606,복지로,금융
121,장애인 자립자금 대여,저소득 장애인의 소규모 창업 및 출퇴근용 자동차 구입 비용을 장기 저리로 빌려 드려 생업의 기반을 다지고 편리하게 이동할 수 있도록 지원합니다.,ALL,장애인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=134,전국,보건복지상담센터,129,복지로,금융
122,장애인고용시설 장비 융자·지원,"장애인이 직장에서 일하는데 도움을 주는 작업시설, 부대시설, 편의시설을 설치하는 비용을 사업주에게 빌려주어 장애인의 고용안정과 사업주의 노동생산성을 높입니다.",ALL,청년 | 중장년 | 노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=135,전국,고용노동부 고객상담센터,1350,복지로,금융
123,제대군인 대부지원,"금융기관에 대부업무를 위탁하여 신용이 낮은 사람도 대부를 받을 수 있도록 하고, 6개월 이상 연체된 채권은 보훈처에서 양수하여 오랫동안 군복무한 제대군인의 생활안정을 도모합니다.",ALL,청년 | 중장년 | 노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=136,전국,국가보훈처 보훈상담센터,1577-0606,복지로,금융
124,장기복무 제대군인 취업지원,"오랫동안 복무하고 전역한 제대군인이 원활하게 사회에 복귀할 수 있도록 취업을 지원하고, 특기와 적성에 맞는 직업교육 훈련을 제공함으로써 취업역량을 강화하고 취업률을 높입니다.",ALL,청년 | 중장년 | 노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=137,전국,국가보훈처 보훈상담센터,1577-0606,복지로,고용
125,통합문화이용권,"경제적 여건 등으로 문화생활이 어려운 분들에게 문화 향유, 여행, 스포츠 관람 등을 이용할 수 있는 문화누리카드를 발급하여 문화활동을 지원합니다.",ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=138,전국,문화누리카드,1544-3412,복지로,문화
126,긴급복지 연료비 및 전기요금,생계곤란 등의 위기상황에 처하여 도움이 필요한 사람을 일시적으로 신속하게 지원하여 위기상황에서 벗어날 수 있도록 지원합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=139,전국,보건복지상담센터,129,복지로,주거
127,의사상자 지원,본인의 직무와는 상관없이 타인의 생명이나 신체 또는 재산을 구하다가 사망하거나 부상을 입은 사람을 예우하여 유족 또는 가족에게 복지 혜택을 제공합니다.,ALL,청년 | 중장년 | 노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=140,전국,보건복지상담센터,129,복지로,금융
128,생계급여(맞춤형 급여),생활이 어려운 사람에게 최저 생활비를 보장하여 일상을 영위할 수 있도록 지원합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=141,전국,보건복지상담센터,129,복지로,금융
129,장애인문화·예술 지원,장애인의 문화예술 향유 기회를 확대하여 문화예술 욕구를 충족시키고 장애인 예술가의 창작활동과 예술교육을 지원하여 예술활동 역량 강화를 도모합니다.,ALL,장애인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=143,전국,한국장애인문화예술원 이음,02-760-9700,복지로,문화
130,청소년치료재활센터 운영,"정서나 행동에 어려움을 겪는 청소년이 건강하게 성장하도록 종합적이고 전문적 서비스를 제공하는 기숙형 상담, 치료기관을 운영합니다.",ALL,아동청소년,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=144,전국,국립중앙청소년디딤센터,031-333-1900,복지로,의료
131,청소년 유해환경 개선,선정된 민간단체가 청소년을 대상으로 유해약물을 불법으로 판매하는 업소에 대하여 모니터링을 실시합니다.,ALL,청년 | 중장년 | 노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=145,전국,empty,empty,복지로,생활
132,"모성보호육아지원(출산전후휴가 급여, 육아휴직 급여)","출산 전후에 휴가급여와 육아휴직급여, 육아기 근로시간 단축급여를 제공하여 출산으로 인한 직장 여성의 이직을 방지하고사업주의 여성 고용기피 요인을 해소합니다.",ALL,청년 | 중장년 | 노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=146,전국,고용노동부 고객상담센터,1350,복지로,고용
133,공공주택 공급(공공분양 및 공공임대),저소득층의 주거안정과 무주택자에게 내 집 마련의 기회를 제공합니다.,ALL,청년 | 중장년 | 노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=147,전국,LH 콜센터,1600-1004,복지로,주거
134,가정폭력상담소 운영지원,"가정폭력의 피해자를 상담하고, 피해자를 임시보호하며, 의료기관이나 피해자 보호시설로 인도합니다.",ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=148,전국,empty,empty,복지로,보호안전
135,가정폭력 피해자 치료회복 프로그램 및 의료비지원,가정폭력으로 상처받은 몸과 마음을 치료하고 회복하기 위한 프로그램과 의료비를 지원합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=149,전국,여성긴급전화,1366,복지로,의료
136,여성긴급전화 1366센터 운영지원,"가정폭력이나 성폭력, 성매매 등으로 긴급한 구조와 보호가 필요한 여성을 도와여성인권을 지킵니다.",ALL,여성,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=150,전국,1366센터,1366,복지로,보호안전
137,원폭 피해자 지원,"원폭피해자에게 보험급여의 본인부담금과 진료비를 지원하고, 사망시 장례비를 지급합니다.",ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=151,전국,보건복지상담센터,129,복지로,의료
138,한센인 피해자 지원,"한센인 피해사건에 대한 진상을 파악하고, 피해자에게 의료지원과위로지원금을 지원하여 생활 안정을 도모합니다.",ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=152,전국,보건복지상담센터,129,복지로,보호안전
139,일본군 위안부 피해자 생활안정지원사업,"일본군 위안부 피해자에게 안정된 생활을 제공하고,진상을 규명하여 명예를 회복할 수 있도록 기념사업을 추진합니다.",ALL,노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=153,전국,여성가족부 대표전화,02-2100-6000,복지로,금융
140,"취업성공패키지(참여수당, 훈련참여지원수당, 취업성공수당)","저소득층 등 취업취약계층이 취업지원 프로그램에 성실히 참여할 수 있도록 참여수당과 훈련참여 지원수당을 지원하고,취업에 성공한 자에게 취업성공수당을 지급합니다.",ALL,청년,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=154,전국,고용노동부 고객상담센터,1350,복지로,고용
141,청소년한부모 자립지원,청소년 한부모가 자녀를 양육하고 자립할 수 있도록 지원합니다.,ALL,"아동청소년,청년",http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=155,전국,여성가족부 대표전화,02-2100-6000,복지로,생활
142,중앙아동보호전문기관 운영,"전국에 있는 61개 지역아동보호전문기관을 관리 감독하여 아동학대 예방 사업의 전문성을 확보하고, 사업을 활성화합니다.",ALL,청년 | 중장년 | 노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=156,전국,보건복지부 아동권리과,044-202-3434,복지로,보호안전
143,학대피해아동 쉼터 설치 및 운영,아동학대 신고접수 후 현장조사 등을 통해 아동이 분리보호가 필요하다고 판단될 경우 학대피해아동전용쉼터에 협조를 요청합니다.,ALL,아동청소년,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=157,전국,보건복지상담센터,129,복지로,보호안전
144,"지방세 비과세 감면(주민세, 취득세, 자동차세, 재산세, 지역자원시설세 등)","생계·의료·주거·교육급여 수급자, 국가유공자, 고엽제후유증 환자, 장애인 등이 부담하는 지방세를 감면·면제하여 생활 안정과 시설 운영을 돕습니다.",ALL,청년 | 중장년 | 노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=158,전국,행정안전부,02-2100-3399,복지로,금융
145,창작준비금 지원,저소득 예술인에게 지원금을 지급하여 안정적인 창작환경을 마련할 수 있도록 돕고 예술활동을 장려합니다.,ALL,청년 | 중장년 | 노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=159,전국,한국예술인복지재단,02-3668-0200,복지로,문화
146,청소년 특별지원,"보호자가 없거나, 보호자가 있어도 실질적으로 보호를 받지 못하여 사회·경제적으로 어려움이 있는 위기청소년이 올바르게 성장하고 안정된 생활을 할 수 있도록 지원합니다.",ALL,아동청소년,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=160,전국,여성가족부 대표전화,02-2100-6000,복지로,교육
147,국가우수장학금(이공계),이공계 우수 학생을 발굴하여 미래의 핵심인재로 성장할 수 있도록 국가우수장학금을 지급합니다.,ALL,아동청소년,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=161,전국,한국장학재단 콜센터,1599-2000,복지로,교육
148,암환자 의료비 지원,저소득층 암환자와 소아암환자의 경제적 부담을 줄이고 국가의 암검진율과 치료율을 높이기 위하여 의료비를 지원합니다.,ALL,모두,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=162,전국,보건복지상담센터,129,복지로,의료
149,어르신 문화프로그램 운영,어르신들이 건전한 여가활동과 문화활동을 통해 삶의 질을 높일 수 있도록 돕습니다.,ALL,노인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=163,전국,한국문화원연합회 지역문화진흥팀,02-704-4311,복지로,문화
